Country Name,Country Code,Series Name,Series Code,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,119.728208756074,119.776028358027,130.367560656341,142.281820343001,145.877856746918,148.978152007931,158.866702139161,153.006192038274,141.559351449963,194.924653563058,204.248798131936,197.03104547551,162.672154070606,164.941935311688,145.905480769443,190.45237989458,176.259391620752,223.471418461783,250.149441956581,257.789175646965,221.799165336982,227.023245321292,220.96042416003,233.243258739218,243.438295892826,237.130077323453,178.848364736587,190.672306188466,308.910318401872,319.957449358104,333.058579332506,372.056194872066,405.075118373342,436.475220248958,430.003940275091,493.721993219248,599.995237190988,559.414570857329,558.174668134758,703.66056725746,616.37566403413,634.662039138969,623.313091387687,603.399381547733,661.457838679603,738.549944890782,802.767385116156,749.453747028806,727.520171719562,..
Guinea-Bissau,GNB,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,44.68078,53.60749,..,50.50885,49.97589,..,41.01244,39.54844,..,..,..,..,..,..,..,..,..,..,..,49.18684,..,..,..,..,..,..,..,..,..,72.66824,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1577,..,..,..,..,1577,..,..,..,..,1577,..,..,..,..,1577,..,..,..,..,1577,..,..,..,..,1577,..,..,..,..,1577,..,..,..,..,1577,..,..,..,..,1577,..,..,..,..,1577,..,..,..,..
Guinea-Bissau,GNB,Population density (people per sq. km of land area),EN.POP.DNST,26.0496443812233,26.5354907539118,26.9440967283073,27.2398648648649,27.3974039829303,27.4442389758179,27.4586415362731,27.5507112375533,27.7979374110953,28.2291607396871,28.8194167852063,29.5238975817923,30.272972972973,31.0157539118065,31.7400426742532,32.4592816500711,33.1808677098151,33.9182788051209,34.6822546230441,35.4737553342816,36.2856685633001,37.1060099573257,37.9212304409673,38.7215504978663,39.5033783783784,40.2740042674253,41.0516358463727,41.8610597439545,42.7206614509246,43.6381578947368,44.6107396870555,45.6364509246088,46.7102418207681,47.8282716927454,48.9894025604552,50.1971906116643,51.4557610241821,52.7709815078236,54.1466216216216,55.5830725462304,57.0761379800853,58.6151849217639,60.1860953058321,61.7783428165007,63.3866998577525,65.0123044096728,66.6537695590327,68.3114153627312,69.9857041251778,71.6571834992888
Guinea-Bissau,GNB,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.39056969,15.13984966,12.33967209,13.1884079,14.02776051,13.33390903,12.55969429,10.67788506,10.17725468,12.94329739,5.59589291,2.52350521,3.88817143,4.44277668,2.59810638,2.50101566,2.36231256,2.75228286,2.75228286,2.75228286,..,..
Liberia,LBR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.29219103,3.49858928,2.89440227,3.65521455,9.17063904,9.68472099,8.4906292,10.79883385,9.01321793,9.40705395,8.94644737,9.4238615,8.7670517,8.28010082,9.20679283,10.63758373,9.85343266,9.09297276,9.03880787,8.47005749,..,..
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,306.833864207408,306.710251570113,306.473939631577,243.089577534363,286.064725253488,294.893220066163,336.11567425435,396.601761281558,478.399540115575,470.948121388477,513.44556667507,596.89663532503,675.010191838695,747.868660136896,739.91193501652,721.581050523128,740.914906030102,721.085044013216,710.265998419581,672.340499220841,632.93638561735,..
Liberia,LBR,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.10395,..,..,..,..,..,..,..,..,43.79097,..,..,..,..,..,38.83457,..,..,44.56983,..,..,..,..
Liberia,LBR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2391,..,..,..,..,2391,..,..,..,..,2391,..,..,..,..,2391,..,..,..,..,2391,..,..,..,..,2391,..,..,..,..,2391,..,..,..,..,2391,..,..,..,..,2391,..,..,..,..,2391,..,..,..,..
Liberia,LBR,Population density (people per sq. km of land area),EN.POP.DNST,15.3090427740864,15.7222176079734,16.1574750830565,16.6160091362126,17.087136627907,17.5680544019934,18.074325166113,18.628021179402,19.237863372093,19.9214285714286,20.6548691860465,21.3583056478405,21.9234530730897,22.2773671096346,22.4089908637874,22.3558139534884,22.156405730897,21.8690718438538,21.5522944352159,21.1808658637874,20.7808554817276,20.5222279900332,20.6238683554817,21.2277512458472,22.4302325581395,24.1508513289037,26.1365448504983,28.0285299003322,29.5727470930233,30.6678571428571,31.4028965946844,31.9461690199336,32.5545473421927,33.4106519933555,34.5640676910299,35.9417670265781,37.4570494186047,38.9755917774086,40.4003010797342,41.7093646179402,42.9366901993356,44.1064887873754,45.2606727574751,46.4309489202658,47.6203073089701,48.8187707641196,50.0308970099668,51.2601121262459,52.5091050664452,53.7790697674419
Liberia,LBR,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.96490955,6.37945366,3.69106793,5.41749763,5.68961859,4.48662376,6.33025408,4.76645851,6.33930922,4.06426239,3.16610217,5.04660177,2.83633351,1.03217018,2.51452231,3.25213146,3.9003675,4.24676943,5.2852211,4.05174971,..,..
Mali,MLI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.46631575,4.51951408,4.99772739,5.05059528,5.21768284,5.19515705,5.45588827,5.25303316,5.04372358,5.22657919,4.67865038,4.01483822,3.7521615,3.96750712,4.48156309,4.11143351,3.77377391,3.67425632,3.73249865,3.89389849,..,..
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,79.1574106635525,90.1001360591356,84.5976754927192,128.150952886646,142.378007750208,156.405949369652,178.990813487958,229.345814147298,248.188533814242,212.7213755312,180.511379824461,171.997851626753,160.226849805572,177.761126044406,232.889909783584,259.309111961873,265.437312297582,262.966322262511,317.394827422115,315.452814317691,319.840204737845,310.141201645306,223.019600379793,282.340143825172,282.634211882921,267.189016435596,281.873409312082,323.288903415366,270.542236003215,307.704859489839,336.418739164893,393.405009104329,440.956777118877,489.021336942005,523.038603102408,597.484457562443,697.087868500301,701.717113381612,710.274249372168,837.605820999201,778.625269510972,805.03397960822,848.279042956769,751.47288662264,780.723569528087,830.021515346886,894.804776510366,879.043187300812,862.453018770252,..
Mali,MLI,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,17.69783,18.06894,20.54241,..,..,20.67197,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.04091,..,..,51.62062,51.59715,51.60521,56.65099,57.96729,60.112,..,..,68.27944,69.26966,67.05216,62.60635,63.47074,60.63998,62.13872,67.335,58.94142,..,..,..
Mali,MLI,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,282,..,..,..,..,282,..,..,..,..,282,..,..,..,..,282,..,..,..,..,282,..,..,..,..,282,..,..,..,..,282,..,..,..,..,282,..,..,..,..,282,..,..,..,..,282,..,..,..,..
Mali,MLI,Population density (people per sq. km of land area),EN.POP.DNST,5.03812029274129,5.12722690728493,5.21914292036486,5.31251854219425,5.40630639490571,5.50100148337554,5.59838221916259,5.70108671600325,5.81067210844213,5.92917906227719,6.05534383989379,6.18359681688917,6.30627771084831,6.4185807128398,6.51772510838476,6.60734475778362,6.69692834722461,6.79969430990256,6.92508133979134,7.07719945254428,7.25324252780305,7.44734262696793,7.65036018980651,7.85587490472795,8.06233045673215,8.27277964907105,8.49094321376179,8.72236045206074,8.97110122194085,9.23758021291766,9.52055827371147,9.82034928986469,10.1370098099476,10.4700980994763,10.8207557839353,11.187974823593,11.566705185258,11.9501282587138,12.3336136175514,12.7148993189585,13.0959047361476,13.4813873249248,13.8783410780288,14.2918496299757,14.7234840475664,15.1717593161721,15.6350691285783,16.1106245748613,16.5964595677722,17.0924200329457
Mali,MLI,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.67115831,5.74882746,5.56783342,6.78685284,7.30065775,6.45838356,5.54596424,4.637784,3.79391122,2.92630553,3.30179071,2.94117546,2.66271853,4.12891054,4.45472956,4.39032078,5.43062115,5.13725042,5.66878223,5.66878223,..,..
Niger,NER,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.69006205,4.75814819,4.85896921,4.77954054,5.01117468,5.67636585,5.80891418,5.38838816,5.22303343,5.33016539,5.02160501,4.87324095,4.30732203,4.46635866,4.45376825,5.34746218,4.53239059,5.57411432,5.28845072,5.6686306,..,..
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,155.776990472034,193.055055426061,203.566495855389,202.257100990614,199.531586399016,235.18863837558,313.899446398596,362.495963830921,418.855265726085,352.205520164805,318.058230575674,276.182799855065,217.469236041817,208.297105774874,267.471243079967,304.683576436264,302.096812227904,280.141299910927,437.589994991622,396.416991751987,395.275162773467,344.534006349718,211.38649248686,242.620396721353,244.813779041373,225.022076636623,250.657461697887,232.187386399953,197.832683441643,208.37705993638,228.235908596278,268.349892996455,286.490065814065,321.723661184348,336.281950277799,390.284480245482,478.502558952437,464.057998970917,476.869532167304,512.595335012861,529.744458141694,552.569138963417,564.596748802018,484.153137350801,500.214911266535,517.771572271371,570.723921953592,554.099389259855,567.669892261611,..
Niger,NER,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,10.60855,11.13558,..,..,15.12498,16.14387,..,..,19.20413,..,..,..,..,23.33992,..,..,22.57018,22.9095,23.5063,21.42369,..,..,..,..,24.02891,24.37682,26.1318,26.89543,30.5249,34.11674,37.82524,41.31954,41.3199,42.64247,43.81249,..,..,55.14722,59.88326,61.1721,60.83162,60.86362,62.49335,63.57047,66.48804,..,..,..,..
Niger,NER,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,151,..,..,..,..,151,..,..,..,..,151,..,..,..,..,151,..,..,..,..,151,..,..,..,..,151,..,..,..,..,151,..,..,..,..,151,..,..,..,..,151,..,..,..,..,151,..,..,..,..
Niger,NER,Population density (people per sq. km of land area),EN.POP.DNST,3.76428909765532,3.870017367964,3.97947027709797,4.09326596668509,4.21179679482119,4.33501065761427,4.46250493408068,4.59363937791111,4.72803347280335,4.86595958001105,5.00791821267861,5.15405857740586,5.30457882687298,5.45985158285308,5.62002447304018,5.78584826715086,5.95912923344123,6.1421346806663,6.33661640483145,6.54356911660219,6.76306386674035,6.99478724244099,7.23795373805952,7.49213625957212,7.75763795689587,8.03520644193574,8.32534933291229,8.62865871950738,8.94573379647904,9.27714849609221,9.62342148890819,9.984986974027,10.3622909923423,10.7558806347201,11.1659974737507,11.5934349096076,12.0398776347991,12.5074058577406,12.9975724323044,13.5113049656588,14.048479513697,14.6082632035999,15.189217652167,15.7903710428673,16.4117699534223,17.0540680508408,17.7175582221521,18.4027149285545,19.1099992105471,19.8397410594458
Niger,NER,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.3682642,8.34352493,8.35599709,7.62989378,7.34862614,12.34742451,13.54461861,8.63178158,9.1883316,8.69413948,9.17788696,8.29973888,6.24912119,6.55534935,5.40267277,4.58633137,5.68582869,9.66280651,8.34929466,9.37942028,..,..
Nigeria,NGA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.19738436,3.18946958,2.49064016,5.05360937,4.6336832,4.46591902,4.25775146,3.90997314,3.6958158,3.58019733,3.29653287,3.32077932,3.35984278,3.42069316,3.34840369,3.58194971,3.64773679,3.75336528,3.09069371,3.02666044,..,..
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,209.226044780076,252.23269394853,402.849912320457,438.331302220958,556.70217044523,536.21617892585,527.311280606481,662.263960917793,874.402070997746,2180.19762082969,1843.90935263196,1222.62930414599,902.215849912844,882.520000966693,639.013123288422,598.264862130862,549.237432953039,474.232040924323,567.528649015722,502.914138918939,477.177623755735,270.22396671752,321.320674137556,408.181044825253,461.519619593001,479.983764106443,469.43054868657,497.841573908863,567.930722076473,590.381815034907,741.747493876339,795.386228652408,1007.87434241216,1268.38346158479,1656.42479354329,1883.46138847202,2259.11405888538,1911.60786588769,2280.43733738126,2487.59801680379,2723.82219093859,2961.54942175947,3098.98579063938,2687.48005643212,2176.00277201515,1968.56539847444,2027.77854863842,2229.8586518613,2097.09247289022,..
Nigeria,NGA,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.11272,66.17986,..,..,..,67.924,68.36617,68.82653,71.66882,64.89473,65.9868,65.98292,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1150,..,..,..,..,1150,..,..,..,..,1150,..,..,..,..,1150,..,..,..,..,1150,..,..,..,..,1150,..,..,..,..,1150,..,..,..,..,1150,..,..,..,..,1150,..,..,..,..,1150,..,..,..,..
Nigeria,NGA,Population density (people per sq. km of land area),EN.POP.DNST,64.4134227082579,66.0041668039132,67.7198052197591,69.5831977337857,71.6112509195516,73.7871625108425,76.0586262173765,78.3525379623835,80.6171107963591,82.8315655983399,85.0132733840596,87.1952754262877,89.4284583374507,91.749592103385,94.16910526258,96.6742745149708,99.2514883011079,101.878672990986,104.540612887996,107.236329699046,109.974755426727,112.762553663384,115.609540279104,118.524258594376,121.511231156055,124.57334014076,127.715848128507,130.944206550501,134.264252226138,137.679157196658,141.194899919848,144.823208933101,148.578038363143,152.469903488257,156.503074321728,160.677197316556,164.991844263645,169.44446896582,174.032086037089,178.755426726836,183.612550918454,188.594067657037,193.687682949592,198.883860908901,204.179149510853,209.573489464958,215.064928576918,220.652418283431,226.335504024068,232.112388418591
Nigeria,NGA,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.36682272,2.77955341,2.74150157,4.00684834,6.55428028,6.40770483,7.32235336,4.29353237,4.59398556,3.69391394,2.70290327,2.7714026,3.66842532,3.4587667,3.33509398,5.33075762,4.86959267,4.43586731,3.8808558,3.82550025,..,..
Senegal,SEN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.53971124,3.67916536,3.95129871,4.29645395,4.56848049,3.67466164,3.76337719,3.41496325,3.50687575,3.84157085,4.02764177,4.21416569,4.26687956,4.38575172,4.39605808,4.38257313,4.26078129,3.99707484,4.23825741,4.13226938,..,..
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,358.367926406586,399.808623876607,437.615734435684,574.133229492047,567.44414096445,567.025662858367,618.155089174016,751.025344200663,807.805929534265,713.515228584508,679.210074169068,586.142900156769,555.190693083359,590.132970060231,808.329230691129,943.512497796083,905.709093375318,871.640961809009,982.017876322546,935.491959835352,972.4318335977,895.613284760677,595.030006772919,727.989657599257,735.981909160091,661.653759845214,695.952378128979,688.998896893659,613.732384491775,648.441473299398,681.311850824678,831.831040294406,932.168095434437,992.688058138543,1027.73144085752,1197.40956116175,1403.94938456653,1308.93780804914,1271.58328084525,1366.77450070807,1317.77980180538,1372.66577931902,1396.65733855586,1219.24941513302,1269.90329385985,1361.70197218375,1458.06909258145,1430.14825900162,1471.83096170711,..
Senegal,SEN,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,30.79668,33.37273,34.55714,35.8958,37.68492,39.6866,40.5414,41.26483,45.90351,..,46.55237,45.73823,44.89651,..,44.35208,..,45.11194,..,49.56361,53.91847,56.60291,55.59791,58.84139,..,..,65.72499,63.68501,64.73382,67.71381,70.19788,71.15573,70.99994,72.03371,72.72349,75.88096,74.79015,75.526,75.44459,73.53294,76.46058,..,..,..,..
Senegal,SEN,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,686,..,..,..,..,686,..,..,..,..,686,..,..,..,..,686,..,..,..,..,686,..,..,..,..,686,..,..,..,..,686,..,..,..,..,686,..,..,..,..,686,..,..,..,..,686,..,..,..,..
Senegal,SEN,Population density (people per sq. km of land area),EN.POP.DNST,23.4918506206825,24.2077909936114,24.9165740404093,25.6055991274087,26.2679842102529,26.9127149015738,27.5628992884226,28.250501220589,28.9988936789072,29.8158261050226,30.6951332259908,31.6291850620682,32.604892743988,33.6120552641147,34.6474055991274,35.7125954396717,36.8078948735262,37.9344050277879,39.0916013088869,40.2820495507194,41.5004934295954,42.7296992676466,43.9467407676726,45.136628057965,46.2934192073962,47.4257310549005,48.5523139251026,49.6998753441022,50.8893730847141,52.1274710434737,53.4134628369605,54.7523502830728,56.1475406430167,57.6020516283177,59.1194722900327,60.7026333558406,62.3523606710642,64.0684153118994,65.850220744819,67.697574403989,69.6098789798992,71.5858775255804,73.6235391886979,75.7204072092661,77.8762478574768,80.0880590037916,82.3472913312211,84.6432348205474,86.9679011063211,89.3159507609204
Senegal,SEN,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.95997238,9.01055527,8.63638306,9.0479641,8.96699619,8.54416752,8.26672935,5.94808912,6.62481356,6.66037273,5.35351419,5.62816,5.30760622,5.299932,4.67551327,4.69870329,4.45693493,4.25808477,4.25808477,4.25808477,..,..
Sierra Leone,SLE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.51732922,10.97251225,11.42102432,10.82905197,10.96055317,11.03772926,10.39398956,10.03516197,9.87387085,11.09847832,10.94338036,13.28134346,10.59041977,11.56772041,19.72741699,20.413414,16.5259552,9.39976025,8.28987408,8.74976635,..,..
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,163.013286782826,197.446522637728,218.079268532849,223.674863513011,191.741323741529,218.191800605492,296.444144879811,334.803897166003,324.830395132127,321.822778852153,365.904485194525,274.90177928366,293.315724581217,225.183191310296,125.152126511172,173.670345976015,253.831209992257,219.294602270747,150.388997452047,179.361210312569,156.403103874074,177.59726281034,211.592232244682,202.316042811522,218.366890204629,196.115381680372,153.458491996581,150.006424578628,138.698722497148,229.37565952613,252.396006970341,266.446905426105,266.569371315474,292.349066330563,323.389018440273,360.371660481482,408.481008463935,391.200942951228,401.834876099443,448.337662148696,566.378235059355,716.835826906915,714.699795733977,588.228862794816,501.415165523953,496.682294873131,533.991533265984,521.754836722241,509.376593987322,..
Sierra Leone,SLE,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..,..,44.55386,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.90938,..,..,97.7963,98.96839,..,..,..,..,..
Sierra Leone,SLE,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2526,..,..,..,..,2526,..,..,..,..,2526,..,..,..,..,2526,..,..,..,..,2526,..,..,..,..,2526,..,..,..,..,2526,..,..,..,..,2526,..,..,..,..,2526,..,..,..,..,2526,..,..,..,..
Sierra Leone,SLE,Population density (people per sq. km of land area),EN.POP.DNST,39.5520365752286,40.3622471598781,41.2040038791909,42.0775561097257,42.9841368800222,43.9249515101136,44.8994319756165,45.9061512884455,46.9450540315877,47.9926988085342,49.0463286228872,50.1503740648379,51.3648240509836,52.7196453311167,54.2627459129953,55.9456082017179,57.5870878359656,58.9420060958714,59.8470906068163,60.2474785259075,60.2345109448601,59.9745774452757,59.7087835965641,59.6280548628429,59.7486838459407,60.0622748683846,60.7021889720144,61.822859517872,63.5157938487116,65.8640759213078,68.7970351898033,72.0569963978942,75.2839429204766,78.2159739540039,80.7597672485453,82.9820033250208,84.976433915212,86.9040592962039,88.8838459407038,90.9287614297589,92.9978664449986,95.0952479911333,97.2174147963425,99.3614436131893,101.535688556387,103.746564145193,105.987101690219,108.246148517595,110.515170407315,112.787475755057
Sierra Leone,SLE,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.69943237,13.14928818,14.00853062,11.68877506,11.575881,9.54274082,6.51798391,8.29007912,3.91597223,5.33926535,6.29195499,4.13422251,4.6823163,5.15012169,7.57988977,7.91080141,7.91080284,3.63211417,3.59921932,5.82361126,..,..
Togo,TGO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.79417205,2.88543582,2.90226316,2.93838358,3.08552408,3.30243444,3.44604039,3.86664653,3.84063792,4.07617235,4.45492935,4.55412006,4.80786562,4.94373512,5.07536507,4.9564662,5.35245514,6.49387741,6.08747768,5.72606897,..,..
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,149.350828711501,176.473816398963,237.814218072906,256.102144117792,251.326530735178,308.695342649041,319.941808458612,337.449679789145,417.669139876884,342.190696121834,281.810552248143,252.973785957241,228.648692582517,234.356109981473,315.462122145632,359.790724421822,385.425418755934,367.792584109987,431.450388393856,414.781437351068,429.042360955801,306.151247376532,238.465453459228,309.818293556622,336.977003891945,334.143842398366,342.657904201102,329.816469698975,302.958591951416,292.823103529291,328.398107277437,396.920579751545,413.329866159356,406.562366042383,408.057117336142,449.738250451153,546.35037020228,540.608712584616,534.04478262418,587.097492827983,571.806723944167,621.398853574683,640.934219628827,570.909967175308,803.1518934041,830.745276651438,901.523016898937,893.352454121675,914.950792453212,..
Togo,TGO,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,52.37885,..,..,..,..,..,70.40387,71.61063,71.90201,..,69.25949,66.86987,59.87843,58.02037,53.56068,62.64358,63.0018,63.21882,64.38609,66.91344,..,..,63.24378,72.19138,79.91571,77.78246,..,88.63636,87.36033,90.26984,91.00874,91.12596,92.10259,92.44008,93.33284,90.31475,91.31586,..,..,..,..,..,92.15809,94.05241,..,92.61436,94.692,..,..,..
Togo,TGO,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1168,..,..,..,..,1168,..,..,..,..,1168,..,..,..,..,1168,..,..,..,..,1168,..,..,..,..,1168,..,..,..,..,1168,..,..,..,..,1168,..,..,..,..,1168,..,..,..,..,1168,..,..,..,..
Togo,TGO,Population density (people per sq. km of land area),EN.POP.DNST,41.3233682662254,42.3486670343813,43.3281853281853,44.317907703622,45.310240853098,46.3036219893363,47.3670343813201,48.5878470307042,50.0245449531164,51.7064166207023,53.6057731200588,55.6532450818165,57.7466446037875,59.8087332230189,61.831954403383,63.8304467733039,65.7743886743887,67.6331494760066,69.393454679169,71.0240485383343,72.5482993197279,74.0769259054973,75.7605258319544,77.7034932892076,79.9560213274499,82.4773855488141,85.1710056995771,87.892167677882,90.5388122816694,93.0790770362199,95.5513881228167,98.0075197646626,100.528957528958,103.174168045597,105.954789483361,108.850156278728,111.848078690936,114.926273211987,118.067181467181,121.271171171171,124.541404669976,127.867641110498,131.23730465159,134.641698841699,138.075969847398,141.54212171355,145.046791689649,148.600091928663,152.210645339217,155.874241588527
Togo,TGO,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.44484162,2.99478221,4.05133438,4.24208784,4.20555305,3.80081582,3.83191919,4.34495354,4.84371662,4.77685833,7.44585991,5.66925287,6.10906744,5.02082348,5.07090569,4.15118027,4.25863695,6.45040655,5.4890213,5.38174009,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 04/08/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
